                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.50284,                0.54511,                 2.1256,                0.91044,                0.87725,                 0.9385,                0.87934,                0.35241,                0.44956,                 2.2633,               0.001189,               0.001189,               0.001189
                     91,                0.32002,                0.30272,                 2.1024,                0.91436,                0.87028,                0.93852,                 0.8792,                 0.3519,                0.44935,                 2.2627,                0.00109,                0.00109,                0.00109
                     92,                0.31126,                0.28715,                 2.0994,                0.91218,                0.87337,                0.93879,                0.88003,                0.35132,                0.44876,                  2.262,               0.000991,               0.000991,               0.000991
                     93,                0.30671,                0.27792,                 2.0891,                0.91691,                0.86955,                0.93877,                0.88003,                0.35106,                 0.4488,                 2.2613,               0.000892,               0.000892,               0.000892
                     94,                0.30128,                0.27083,                 2.0874,                0.91692,                0.86946,                0.93889,                0.88055,                0.35038,                0.44863,                 2.2604,               0.000793,               0.000793,               0.000793
                     95,                0.29687,                0.26911,                 2.0897,                0.91701,                0.87002,                0.93904,                0.88066,                0.34972,                0.44808,                 2.2596,               0.000694,               0.000694,               0.000694
                     96,                0.29336,                0.26399,                 2.0683,                0.91172,                0.87678,                  0.939,                0.88078,                0.34911,                0.44773,                 2.2587,               0.000595,               0.000595,               0.000595
                     97,                0.28853,                0.25644,                 2.0759,                0.91024,                0.87762,                0.93907,                0.88102,                0.34848,                0.44704,                 2.2586,               0.000496,               0.000496,               0.000496
                     98,                 0.2835,                 0.2524,                 2.0592,                0.91026,                0.87814,                 0.9398,                0.88187,                0.34783,                0.44572,                 2.2581,               0.000397,               0.000397,               0.000397
                     99,                0.28159,                 0.2503,                  2.065,                0.91225,                0.87653,                0.93951,                0.88176,                0.34752,                0.44548,                 2.2574,               0.000298,               0.000298,               0.000298
                    100,                0.27775,                0.24735,                 2.0625,                0.91181,                0.87695,                0.93965,                0.88214,                0.34714,                0.44459,                  2.257,               0.000199,               0.000199,               0.000199
